Category,Article Link,Summary
✨ General,https://gov.optimism.io/t/eligibililty-for-airdrop-6/9073,"This text is a discussion thread on the Optimism Collective forum about the eligibility criteria for Airdrop 6.  

The main question is whether Layer 3 Cube is included in the eligibility criteria. A user named Megalod responds that the time frame and criteria for future airdrops have not been announced. 

The thread also includes several other discussions related to airdrops, such as:

* Possible criteria for Airdrop Round 2
* How to become eligible for Airdrop #2
* Opinions on OP Airdrop
* Suggestions to not make Quests a large criteria for airdrop 2 
"
✨ General,https://gov.optimism.io/t/when-airdrop-6-and-which-criteria-eligibililty-for-airdrop-6-can-someone-tell-me-and-can-someone-help-me-how-i-do-for-that/9055,"The text discusses the upcoming Optimism airdrop #6 and the lack of information regarding eligibility criteria. Users are asking for information about the criteria and how to qualify for the airdrop. 

The replies suggest that the criteria are currently unknown and advise caution against potential scams. They recommend participating in the Optimism ecosystem, particularly using the Superchain and participating in governance by delegating votes, as these activities might contribute to eligibility.

The text also provides links to resources for delegating votes and exploring the criteria for the previous airdrop #5. However, it emphasizes that the airdrop #6 criteria are still undisclosed.
"
✨ General,https://gov.optimism.io/t/op-bulletin-weekly-news-and-insights-on-the-optimism-collective/7817,"The OP Bulletin is a weekly newsletter providing summaries of significant events in the Optimism Collective. This week's issue covers:

**Ecosystem News:**
* Redstone, a chain for onchain games and other applications building on the Superchain, is now live on Mainnet. 
* The Superchain has welcomed new members: World Chain, Mint, Zeeve, Cyber, Caldera, and Bello.
* Velodrome, a MetaDEX, has launched on Mode Network.
* Optimism and Base conducted successful wargames with Seal, testing their response to a simulated complex vulnerability in bridge withdrawals. 
* The first ever NearDA public testnet, built by AltLayer in partnership with Nuffle on the OP Stack, is now live.
* The Superchain Identity, a new identity layer built on ENS and developed by 3DNS, is now live.
* The Superchain Research Competition has been launched to accelerate the Superchain.
* Optimism and Secret Network have partnered to bring decentralized confidential computing (DeCC) tooling, documentation, and support to the OP Mainnet.

**Governance News & Proposals:**
* Protocol Upgrade #9, the Fjord Network Upgrade, has been approved and is scheduled for execution on July 10th.
* The Code of Conduct Council is being renewed for Season 6, and applications for the council are open until July 24th. 
* The Security Council elections will be held during Voting Cycle #26.
* The Superchain Strategy was presented at the Joint House Community Call.
* Two amendments were approved in the latest voting cycle: the Chain Delegation Program Amendment and the Anti Capture Commission Amendment.

**Grant News:**
* Retro Funding 4 results were announced, with 10M OP awarded to 200+ projects. 
* Applications for Retro Funding 5 are open.
* The guest voter application for Retro Funding 5 is open until July 31st.
* Applications for Mission Requests are open for Season 6.
* A new Foundation Mission Request has been launched for TechNERDs.

**Events:**
* Superfest, the Superchain’s DeFi Festival, is ongoing until the end of August.
* Optimism will be present at ETHCC with the Optimistic Gathering and the Superchain Space.
* Onchain Summer, hosted by Coinbase and Base, is ongoing and includes a Buildathon with 200 ETH in prizes.
* Superhack 2024, a virtual hackathon on the OP Stack with $175,000 in prizes, is happening from August 2nd to 4th.
* The first Superchain gathering in Asia will be held at Edcon in Tokyo.

The newsletter provides a comprehensive overview of the latest developments in the Optimism Collective.
"
✨ General,https://gov.optimism.io/t/at-this-point-it-is-just-a-fact-that-op-hates-my-wallet/8996,"This is a discussion thread on the Optimism Collective forum where a user named Valueinvestor.eth is complaining about not receiving the Airdrop 5 despite meeting the eligibility criteria. He believes his wallet, 0x8fEaFd5e0FCefdd2624906c0F913D563306aAe17, qualifies for the airdrop based on his transaction history and volume. He claims that his wallet has over 500 unique contracts and 300 ETH in volume, placing him in the top 0.001% of wallets.

However, despite checking against blockchain data and official criteria, Valueinvestor.eth's wallet hasn't received the airdrop. The user is frustrated and accuses Optimism of theft and ignoring his requests. He argues that the airdrop team is ignoring his eligibility and blames their lack of transparency for the issue. 

The conversation includes attempts by other users to help Valueinvestor.eth by providing relevant links and information on how to check airdrop eligibility. Despite their efforts, the user remains unconvinced and accuses them of being unhelpful and providing incorrect information. 

The thread highlights the frustration of users who believe they meet the airdrop criteria but are not receiving their rewards. The user's strong language and accusations demonstrate the level of distrust and anger surrounding the issue. 
"
✨ General,https://gov.optimism.io/t/govnft-program-delegate-selection-thread/8603,"This thread on the Optimism Collective forum discusses the GovNFT program and delegate selection. Participants are asked to share their reasoning for choosing a delegate, including their voting participation rate and alignment with their views.

Several users delegate to @jackanorak due to his involvement in Velodrome and his commitment to the Superchain. Others choose @opmichael.eth, the program organizer, citing his 100% voting participation and active governance participation.  

Some users choose delegates based on their broader involvement in Optimism, like Olimpio.eth, or their work in other ecosystems, like GFX. Ultimately, the thread highlights the diverse perspectives and strategies for delegating votes within the Optimism ecosystem. 
"
✨ General,https://gov.optimism.io/t/accelerated-decentralization-proposal-for-optimism/8875,"This document presents a proposal for accelerated decentralization of the Optimism network, aimed at transferring control from the Optimism Foundation and OP Labs to the Optimism governance. The proposal is divided into three phases:

**Phase I (Immediate):**
- Transfer ownership of the OP token contract to governance.
- Transfer ownership of the governance contract to OP token holders.
- Transfer ownership of the Governance Fund to the governance contract.
- Transfer control of ETH collected for the benefit of Optimism governance to an address on L1 controlled by Optimism governance.

**Phase II (Concluding end of Q1 2025):**
- Transfer control of the L1 Bridge Escrow to governance.
- Develop a plan to decentralize the Optimism mainnet sequencer by the end of Q2 2025.
- Review and revise the Law of Chains to align with the roadmap and governance priorities.

**Phase III (Concluding Q2 2025):**
- Transfer complete technical control over the Optimism protocol to the Token House, Citizen's House, and various bodies appointed by them.
- Complete decentralization of the sequencer.

The Foundation responds to the proposal, acknowledging the need for decentralization but advocating for a more gradual approach. They highlight potential risks associated with accelerated decentralization, especially related to security and governance stability. The Foundation also emphasizes its commitment to transparency and outlines its planned initiatives for greater disclosure of grant information. 

The discussion between the proposers and the Foundation highlights the complex and nuanced considerations surrounding decentralized governance. There is agreement on the ultimate goal of decentralization, but differing opinions on the pace and specific steps involved. The conversation is ongoing, and the community is encouraged to contribute their perspectives and engage in constructive dialogue to shape the future of Optimism. 
"
✨ General,https://gov.optimism.io/t/govnft-community-call-thread-6/9000,"This text is a discussion thread from the Optimism Collective GovNFT Community Call regarding the use of Impact Garden for Impact Attestations in Retro Funding round 6. 

The main topic is whether these attestations should be public or anonymous.  

**Arguments for public attestations:**

* **Transparency:** Allows everyone to see who supports which projects, fostering trust and accountability.
* **Credibility:** Endorsements from trusted, known individuals lend more weight to the evaluations.
* **Quality filter:**  Public feedback can help stakeholders focus on projects with high-impact endorsements.

**Arguments for anonymous attestations:**

* **Honesty:** Encourages honest feedback without fear of backlash.
* **Reduces bias:**  Minimizes the influence of personal relationships on evaluations.
* **Privacy:** Protects the personal information of reviewers, especially in a web3 environment where anonymity is often valued.

**Concerns raised:**

* **Potential for gaming:** Multiple identities and fake reviews could undermine the system.
* **Complexity:** Adding a new system may add unnecessary complexity. 
* **Limited reach:**  Focusing on top delegates and badge holders may exclude valuable input from other community members. 

**Conclusion:**

There is no clear consensus. Most participants agree that a balanced approach is ideal, combining anonymous feedback for honesty with public attestations for transparency. 

The discussion also highlights the ongoing debate regarding the balance between transparency and privacy in web3 governance. 
"
✨ General,https://gov.optimism.io/t/create-your-own-developer-reputation-scores-openrank-web-tool-intro/9009,"This article introduces OpenRank, a web tool that allows users to create their own developer reputation scores. OpenRank uses a recursive trust algorithm, similar to the one used in Google Search, to calculate these scores. Users can define their own criteria for determining trust and select seed trust nodes to begin the algorithm. The scores are based on GitHub activities, and OpenRank provides two datasets: one for Retro 5 guest voter selection (up to June 27th, 2024) and another for Retro 5 metrics (up to September 10th, 2024). Users can access the scores through BigQuery tables or the Open Source Observer data portal. The article highlights the significance of reputation metrics for evaluating contributions and identifying trustworthy developers within the OP Stack ecosystem. The OpenRank tool empowers users to create personalized reputation scores based on their own criteria, contributing to a more transparent and data-driven approach to assessing contributions. 
"
✨ General,https://gov.optimism.io/t/seed-latam-an-invitation-to-latin-american-coordination/6288,"The text is a discussion thread on the Optimism Collective forum, centered around SEED Latam, an initiative aimed at coordinating and promoting crypto adoption in Latin America. The thread begins with a post by SEEDGov, highlighting the importance of fostering coordination within the Latin American crypto ecosystem. 

They argue that while numerous teams are emerging, the region faces significant challenges, including the need for financial education. The post then advocates for a more critical perspective towards adapting the benefits of Optimism to the Latin American context, emphasizing the need for research and development in addition to community building. 

Several users respond to the post, expressing their agreement on the importance of coordination and highlighting the need for diverse initiatives that cater to different languages and communities within Latin America. The discussion further explores the potential for attracting web2 builders to Optimism and the need for developing classification filters to prevent gaming of the system. 

The thread also touches upon the challenges of obtaining funding for projects in the Latin American context, especially in a bear market. The post concludes by emphasizing the importance of good faith and an optimistic vision, advocating for high-quality proposals that truly benefit the ecosystem.

Key takeaways:

* The need for coordination and complementarity within the Latin American crypto ecosystem.
* The importance of a critical perspective when adapting Optimism to the region.
* The need to balance community building with research and development of tools and infrastructure.
* The importance of promoting diversity and inclusivity within Latin America.
* The need for high-quality proposals that truly benefit the ecosystem.
* The challenges of obtaining funding in a bear market, particularly in Latin America.
* The importance of good faith and an optimistic vision.

The discussion highlights the ongoing efforts to build a vibrant and sustainable crypto ecosystem in Latin America, acknowledging the unique challenges and opportunities faced by the region. 
"
✨ General,https://gov.optimism.io/t/final-closure-from-op-before-i-leave-it-is-defi-so-stop-hiding-my-threads-l/8998,"The text is a discussion on the Optimism (OP) forum about a user, Valueinvestor.eth, who claims to be banned from the platform despite significant activity on the OP network.

Valueinvestor.eth expresses frustration about being ignored and hidden, claiming to be a ""power user"" and arguing that the OP governance model is flawed if users with significant engagement are blacklisted. He demands an explanation for his ban and requests confirmation of his blacklisted status.

Brichis, a moderator, responds to Valueinvestor.eth, acknowledging his previous post and offering recommendations for finding information about the airdrop criteria. They also mention that they are not banning his posts, but rather moderating the forum according to the rules of engagement.

Valueinvestor.eth persists in his claims, stating that he meets all the airdrop criteria and believes he's being unfairly targeted. 

The discussion highlights a potential disconnect between the OP community and a user who feels excluded, despite active participation and contributions to the network. It sheds light on the challenges of decentralized governance in ensuring inclusivity and transparency. 
"
✨ General,https://gov.optimism.io/t/govnft-help-and-faq/8604,"The text discusses the Optimism Collective GovNFT program, which is an incentive program designed to encourage governance participation. The program involves distributing locked OP tokens in GovNFTs to recipients of previous Velodrome incentives. Participants can delegate their GovNFT tokens to earn points, which are updated weekly. 

The discussion highlights questions from participants about the program, including eligibility requirements, points calculation, program duration, and GovNFT acquisition.  Michael, the moderator of the forum, provides answers and clarifications.

The text also mentions that the program is currently in a pilot phase, with plans to expand participation in the future. The final date for the program is October 18th.
"
✨ General,https://gov.optimism.io/t/token-economics-exploring-the-path-to-mass-adoption-in-web3/8986,"This article argues that current airdrop models in Web3 are failing to drive mass adoption. It proposes a new approach: **mass adopter airdrops**. 

The key idea is to integrate blockchain payments into popular Web2 platforms like PayPal, Amazon, and Steam. By rewarding users with airdrops of OP tokens for using these Web3 payment options, the article suggests, we can incentivize broader adoption. 

The article also addresses potential issues like early adopters selling their tokens and a lack of widespread user engagement. It proposes solutions like probability-based airdrops, lock-up periods with rebate ratios, and distributing tokens as bonds instead of equity.

The ultimate goal is to create a **virtuous cycle** where users become stakeholders, motivated by both rewards and a sense of ownership. By shifting focus from early adopters to mass user incentives, we can pave the way for large-scale Web3 adoption and realize the potential of the consensus economy. 
"
✨ General,https://gov.optimism.io/t/optimismgovbot-bringing-the-optimism-collective-forum-to-twitter/8927,"The Optimism Collective has launched OptimismGovBot, a Twitter bot designed to share summaries and links to new posts from the Optimism Collective Forum. This bot aims to keep the community informed about governance activities and make it easier to engage with discussions. The introduction of this bot has been met with positive feedback from the Optimism community. 
"
✨ General,https://gov.optimism.io/t/optimism-university-module-in-costa-rica/8338,"The Optimism Collective is launching a 7-week university module at CENFOTEC University in Costa Rica to teach students about blockchain technology, Web3, and Optimism. The intensive course aims to equip students with the necessary knowledge and skills to enter the Web3 space, covering topics like Ethereum, Optimistic and Zero Knowledge Rollups, smart contract development, and the potential of Optimism in governance and blockchain. 

Students will learn about blockchain basics, Ethereum, and its scaling solutions. The module will delve into Optimism's features, governance, and its role in blockchain. Additionally, participants will explore the RPGF (Optimism's grant funding program) and learn how to create applications and smart contracts. 

The program offers economic incentives in the form of OP tokens, donated by the Optimism Grants Council to promote education and adoption of the technology. 

The course runs from June 25th to August 10th, 2024, with classes held twice a week. The module is limited to 25 students, and scholarships are available. The organizers are committed to making this educational program accessible and hope to continue offering similar modules in the future. 
"
✨ General,https://gov.optimism.io/t/mission-request-decentralized-alternative-for-contract-attestation/8555,"This mission request seeks to develop a decentralized alternative to contract attestation, aiming to enhance interoperability and decentralization within the Optimism ecosystem.  It proposes a solution that can be deployed across the OP Stack, allowing contracts to be attested to across multiple chains. This is intended to facilitate retro-funding and governance across chains, increasing the utility of OP.

The request outlines specific requirements for a fully decentralized, open-source, cross-superchain contract attestation solution. Metrics for evaluating success include the number of attestations, chains using the system, contracts using the attestations, and the impact on retro-funding.

The success of the mission will be measured against the North Star metric of total OP delegated from new addresses using the grantee's protocol, aiming to assess the initiative's impact on the total votable supply. 

Several community members have responded to the request, seeking clarification on the project's goals, the meaning of ""contract attestation"", and its differences from existing solutions like EAS (Ethereum Access Service). 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/about-missions-proposals/5869,"This text discusses a change in the Optimism Collective's system for proposing missions. The category ""Missions Proposals"" has been replaced by ""Mission Requests.""  There is discussion about a template for proposing missions, with some confusion about the specific template to use. The text then lists a series of related topics, including a specific Mission Request and Sponsorship, Season 6's policies and templates for missions, and an archived list of missions from Season 4. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/gf-phase-0-proposal-synapse-protocol/928,"This text is a proposal for Synapse Protocol to receive 1 million OP tokens from the Optimism Collective's Governance Fund. The proposal outlines how Synapse plans to use the tokens to benefit the Optimism ecosystem:

* **Developers:** 150,000 OP will be used to fund a grants program for developers building cross-chain applications that connect Optimism with other blockchains.
* **Liquidity Providers & Users:** 450,000 OP will incentivize a stablecoin pool on Optimism, making it more attractive for users to bridge and trade stablecoins.
* **Token Holders:** 400,000 OP will create a new SYN/Stablecoin pool on Curve's Optimism instance, making it more affordable for users to acquire and trade SYN.

The proposal emphasizes that these incentives will attract more builders, liquidity, and users to the Optimism ecosystem, ultimately making it more valuable and useful. Synapse plans to match these incentives with 312,000 SYN tokens over 6 months.

The discussion following the proposal includes questions about how the token holder incentive benefits Optimism specifically, and a later comment raises concerns about the use of the granted OP tokens, alleging they were sold rather than used as intended. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/final-thank-optimism-powered-by-thrivecoin/6104,"This proposal, ""Thank Optimism - powered by ThriveCoin"", aims to spread awareness of Optimism's impact by creating an anthology of ""Optimism Stories"" highlighting the 300+ projects funded by Optimism. It seeks a grant of 150k OP from the Optimism Collective. 

The mission will leverage ThriveCoin's technology to automate the process of incentivizing, validating, and rewarding contributors. It will involve working with the Ambassador Program to encourage the creation and marketing of high-quality content, and with the Optimism Foundation, top delegates, and top contributors to ensure the quality of the contributions. 

The proposal is spearheaded by an alliance of Optimism contributors including Jesse Nawrocki, Veronica, Subli_Defi, Senad Dilji, Oxytocin, Michael Vander Meiden, Krzysztof Urbański, and Daniel Jacobs (CEO of ThriveCoin). 

Key features of the proposal include:

* **ThriveCoin's role**: The Thrive Protocol will automate the contribution incentive, validation, and rewards processes, ensuring scalability and transparency. The team also provides technical support and expertise.
* **Contribution paths**: The mission will involve four contribution paths: Onboarding, Research, Create, and Market, with incentives provided for each path.
* **Critical milestones**: The mission aims to have 75+ unique content contributors, 50+ unique research artifacts submitted, and 250+ unique content pieces shared.
* **Impact measurement**: The impact will be measured through increased content volume, project usage, and greater clarity about the impact of funded Optimism projects.

The proposal has garnered positive feedback from several Optimism delegates and community members, praising its well-articulated goals, the experience of the alliance, and the potential impact of the mission. There are ongoing discussions regarding specific aspects of the mission, such as sybil protection and content verification methods. 

Overall, the ""Thank Optimism - powered by ThriveCoin"" mission aims to raise awareness of the significant impact of Optimism's funding initiatives by showcasing the success stories of the projects it supports. The use of ThriveCoin's protocol and the collaborative approach of the alliance suggest a promising direction for achieving the desired outcomes. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/review-gf-phase-1-proposal-li-fi/3360,"This is a proposal to the Optimism Collective for a grant to support the development and integration of LI.FI, a cross-chain bridge aggregator. 

LI.FI aims to solve the problem of fragmented bridges and DEXs across different blockchains, making it easier for users to move assets between chains without having to choose the right bridge or worry about liquidity. This would be particularly beneficial for the Optimism ecosystem, as it would enable users to easily transfer assets from other chains to Optimism to access the dApps there.

LI.FI proposes to use the grant to:

* **Incentivize transfers to Optimism**: By providing initial gas for users who bridge assets to Optimism, making it more financially attractive.
* **Support projects integrating with Optimism**: By offering financial and technical support to projects that want to incorporate LI.FI's bridge aggregation functionality.

The proposal highlights the potential for LI.FI to significantly contribute to the growth of the Optimism ecosystem by increasing user adoption and attracting new projects. It addresses concerns about potential sybil attacks by reducing the initial gas stipend amount and focusing on long-term value creation through deeper integrations. 

The proposal was ultimately approved by the Optimism Collective, demonstrating the recognition of its potential value to the ecosystem. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/ready-gf-phase-1-sushi-part-1/3301,"This text details a proposal for a grant from the Optimism Collective's Governance Fund to SushiSwap, a leading decentralized exchange, to increase liquidity on the Optimism network. The proposal outlines the following key points:

**Project:** SushiSwap wants to boost Optimism's liquidity by incentivizing users to provide liquidity to specific trading pairs on their cross-chain swapping platform, SushiXSwap. They are requesting 504,000 OP tokens for this purpose.

**Incentives:** SushiSwap plans to distribute the OP tokens to liquidity providers for 180 days, offering rewards of 1% for the OP-ETH pair and 0.05% for the ETH-USDC and ETH-USDT pairs. These rewards aim to achieve an approximate 10% APR on the respective trading pairs. 

**Co-incentives:** SushiSwap will also offer SUSHI rewards for liquidity provision, starting with 300 SUSHI per day for ETH-USDC, 250 per day for ETH-USDT, and 150 per day for OP-ETH. They intend to expand these incentives to other pairs as well.

**Impact:** By incentivizing cross-chain liquidity, SushiSwap aims to facilitate seamless swaps between Optimism and other networks, making it easier for users to access Optimism's ecosystem and increasing its adoption. 

**Sustainability:** SushiSwap expects the volume generated by the incentivized liquidity to reach profitable levels and maintain long-term usage even after the OP rewards end. 

**Future Plans:** SushiSwap plans to deploy its other products on Optimism, including Kashi Markets, Limit Orders, and Furo Stream, leveraging the increased liquidity for further growth. 

**Feedback:** The proposal received feedback from the Optimism community and the DeFi Committee A, which led to adjustments such as extending the reward distribution period to one year and clarifying the co-incentives. 

**Outcome:**  The proposal is split into two parts, with Part 1 being reviewed in Voting Cycle 7 and Part 2 to be reviewed in April 2023. The proposal is deemed ready for voting by several Optimism delegates. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/draft-gf-phase-1-growth-experiments-grant-btc-holders-bridge-to-ethereum-in-a-trust-minimized-way/5638,"This text is a detailed record of a grant proposal submitted to the Optimism Collective for a project called ""tBTC"", a decentralized Bitcoin bridge to the Ethereum network. 

**The project's goal is to enable Bitcoin holders to leverage their assets within the Optimism ecosystem in a trust-minimized way.** The proposal outlines the project's technical details, team background, and a roadmap for achieving its objectives. It also includes a grant request of 200,000 OP tokens and details how these tokens will be distributed as incentives to users.

The proposal was initially reviewed and revised by the Optimism Grants Council, leading to the approval of an initial 40% of the funding. The remaining 60% was contingent on the achievement of critical milestones, namely:

* **100 tBTC bridged to Optimism by July 15, 2023.**
* **The tBTC factory pool surpassing the current size of the sBTC/wBTC pool by July 15, 2023.**
* **Integration with at least one lending protocol (e.g. Sonne or Euler).**

The project successfully achieved the first two milestones by December 2023 and received the initial 80,000 OP grant. However, the third milestone regarding integration with a lending protocol was not met by the April 2024 deadline. The project's team provided an update on progress and justified the delay, highlighting ongoing efforts to incentivize tBTC liquidity and the development of a Chainlink price feed, which is expected to facilitate integration with derivatives protocols.

**The project's success was measured by the total amount of tBTC bridged, the size of the tBTC liquidity pool, and the impact of OP incentives on user activity.** The final outcome of the grant request remains unclear as the proposal mentions a potential clawback of the remaining funds due to the missed milestone deadline.

This text provides a comprehensive account of the tBTC project's journey within the Optimism Collective, showcasing the collaborative process of grant application, review, and milestone tracking. It highlights the importance of clear communication, milestone achievement, and community engagement in the success of Web3 projects within a decentralized governance framework. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/final-rumbo-optimista-hacia-ethereum-mexico-the-event-optimistic-road-in-the-way-to-ethereum-mexico-the-event/6179,"This text is a proposal for a grant from the Optimism Collective to organize events in Mexico to promote the Optimistic vision. The proposal, submitted by Brichis and their alliance, Ethereum Mexico, seeks funding for a series of events including:

* **4 IRL Events:** In-person events in various Mexican cities featuring talks about Optimism.
* **3 Twitter Spaces:** Spanish-language discussions on Optimism topics like governance and roadmap.
* **1 Educational Virtual Session:** A Spanish-language workshop on Optimism.
* **2 Twitter Threads:** Visual content promoting Optimism.

The alliance emphasizes their experience in hosting virtual and in-person events, their deep knowledge of the Ethereum ecosystem, and their commitment to reaching local communities.

The proposal goes through the voting process with several Optimism delegates voicing their support. Concerns are raised about past conduct by one member of the alliance, but the majority supports the proposal.

The proposal is ultimately approved, and the alliance expresses gratitude for the support. They plan to continue their work in promoting Optimism and connecting with the Mexican community. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/ready-gf-phase-1-proposal-across-protocol-updated-template/3401,"This document is a proposal for a Phase 1 grant from the Optimism Collective to Across Protocol. Across is a decentralized bridge that allows users to transfer assets between different blockchains, including Ethereum, Arbitrum, Boba, Polygon, and Optimism. The proposal requests 750,000 OP tokens to be used to incentivize users to bridge assets to Optimism, specifically by subsidizing bridge fees and rewarding relayers. 

The proposal highlights several key advantages of Across:

* **Speed and Cost:** Across is touted as the fastest, cheapest, and most secure bridge, allowing for near-instantaneous transactions with minimal fees.
* **Security:** Built on UMA's Optimistic Oracle, which has a proven track record and secures hundreds of millions of dollars in value.
* **Ecosystem Value:**  Across aims to improve the Optimism ecosystem by providing a frictionless on/off ramp for users, making it easier for them to interact with dApps on Optimism. 

The proposal details a distribution plan for the requested OP tokens, with 75% going towards bridge user subsidies and 25% for rewarding relayers. The team plans to use ACX tokens as co-incentives, potentially offering up to a 320% rebate on bridge fees.

The proposal has been reviewed by the Optimism Tooling Governance Committee, who have provided a positive recommendation. However, some concerns have been raised about the potential for users to cycle funds to exploit the rebate system. The Across team has addressed these concerns and outlined mitigation strategies.

Ultimately, the proposal was approved by the Optimism Collective in September 2022, and Across received the 750,000 OP tokens.

**In a later update (June 2024), Across proposed a change to their grant usage, aiming to extend their 95% rebate program to other OP Stack chains and introduce Across+, a feature that allows users to deposit into Optimism dApps with a single click, regardless of their current chain. This change was also approved by the Optimism Collective.**
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/final-daostar-governance-standards-for-the-optimism-ecosystem/6181,"This document outlines a proposal for a mission within the Optimism Collective to establish governance standards for the Optimism ecosystem. The proposal, spearheaded by the DAOstar team, aims to implement the EIP-4824 standard, which promotes interoperability and discoverability for DAOs on Optimism. 

The DAOstar team, composed of experienced developers and project managers, believes that standardization is crucial for the growth of the DAO ecosystem. They argue that while each DAO is unique and innovative, a shared standard facilitates communication and collaboration between different DAO frameworks and tooling. 

The proposal, initially requesting a grant of 90,000 OP, was met with some criticism from delegates who questioned the necessity and cost of the proposed standardization. Following this feedback, the DAOstar team revised the proposal to 67,500 OP and provided a more detailed breakdown of how the funding would be used, specifically for onboarding DAOs and developing frameworks for EIP-4824 compliance. 

The proposal is currently awaiting a vote by Optimism delegates. The outcome will determine whether the DAOstar team will receive the grant and proceed with the implementation of the EIP-4824 standard within the Optimism ecosystem.
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/final-op-governance-analytics-dashboard/6171,"This document is a proposal for a grant to develop a ""DAO Governance Analytics Dashboard"" for the Optimism Collective. The dashboard aims to provide a comprehensive and user-friendly tool that allows anyone to easily understand complex governance dynamics, including participation, voter behavior, and power structures within the DAO. 

**Key Features and Goals:**

* **Democratize information:** Make governance data accessible to all stakeholders, not just a select few.
* **Promote informed decision-making:** Provide clear insights into voting power distribution, proposal outcomes, and individual participation levels.
* **Foster inclusivity:** Highlight potential areas of underrepresentation and encourage more balanced participation in governance.

**The proposal details the proposed metrics, the team's experience, a breakdown of the budget, and a timeline for development milestones.**  It also includes feedback from the community, including support from Optimism delegates who believe the dashboard is a valuable addition to the governance ecosystem.

**Overall, the proposal showcases a well-thought-out and community-driven approach to building a powerful tool for enhancing governance transparency and participation within the Optimism Collective.** 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141,"The text outlines a proposal for a grant from the Optimism Collective to the Scry Protocol, aiming to create a fully decentralized and independent oracle infrastructure. Scry Protocol offers a framework for anyone to create and run oracles, providing data to smart contracts without relying on centralized entities or requiring token-based permissions. 

The proposal focuses on achieving technical decentralization by developing a node system allowing anyone to run a fully independent oracle. This includes features like layer 1 support for data access, cross-chain compatibility, and onboarding other parties as data providers. 

The proposal includes benchmarks and KPIs to measure progress, such as user onboarding, project adoption, and TVL (Total Value Locked). The proposed budget of $242,000 would be used for developer compensation, security audits, and user/project incentives.

The proposal received mixed reactions from Optimism delegates. Some supported it, recognizing the potential for a decentralized oracle system, while others expressed concerns about the cost and the potential use of a native token. 

The debate highlights the importance of funding innovative infrastructure projects like Scry Protocol to enhance the decentralization and security of the Optimism ecosystem. The proposal's success will depend on the ability to address concerns regarding the proposed token model and the long-term sustainability of the project. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/final-improving-governance-accessibility-through-praise-and-contribution-based-attestations/6150,"This document outlines a proposal for improving governance accessibility on the Optimism network through the use of Praise, a decentralized reputation system. The proposal aims to leverage Praise's ability to track contributions and assign impact scores to foster a culture of gratitude and recognition within the Optimism community. This will be achieved by integrating Praise into the Optimism Discord server and deploying a custom attestation feature. 

The proposal includes a budget request of 112,000 OP tokens to cover stakeholder engagement, implementation, development, and community support. The project aims to create a system where community members can earn verifiable proofs of their contributions through Praise, which can then be used to qualify for more equitable and diverse access to the Citizens' House governance process. 

While there is general support for the proposal's vision and the value Praise brings, there are concerns about the high budget requested, especially considering the tight timeline and volatility of the OP token. Delegates are urging the team to reduce the budget by eliminating or reducing certain project tasks and providing more clarity on the required development effort and cost. 
"
ARCHIVED  & OLD Missions,https://gov.optimism.io/t/ready-gf-phase-1-proposal-kyberswap/4068,"This document chronicles the proposal process of KyberSwap for receiving a grant from the Optimism Collective's Governance Fund.  It includes the initial proposal, discussions with the Grants Council, and updates on milestones achieved.

**Key points:**

* **KyberSwap's Value Proposition:**  KyberSwap aims to solve the problem of inefficient liquidity and suboptimal trading rates on Optimism by offering a DEX aggregator and concentrated liquidity pools. They argue this benefits traders, liquidity providers, and developers.
* **Grant Request:**  KyberSwap originally requested 1 million OP tokens, but later revised their request to 250,000 OP based on feedback from the Grants Council.
* **Milestone Achievements:**  KyberSwap achieved the majority of their milestones, including exceeding their targeted cumulative volume and 24-hour volume share.  They fell short of their TVL goal, but attribute this to a temporary vulnerability in their liquidity protocol.
* **Token Distribution Plan:**  The OP tokens were to be distributed across three key initiatives:  liquidity mining campaigns (60%), strategic partnerships (30%), and future partner initiatives (10%). 
* **Ongoing Collaboration:**  Despite challenges, KyberSwap continues to actively contribute to the Optimism ecosystem through yield farms, partnerships, and educational activities. 

**The document highlights the importance of communication, collaboration, and transparency in grant applications.**  It also shows how unforeseen challenges can impact a project's progress, and the importance of flexibility in grant programs to accommodate such situations. 
"
